C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A002,R051,02-00-01,05-05-11,04:00:00,REGULAR,003099098,000660123              
A002,R051,02-00-01,05-05-11,08:00:00,REGULAR,003099132,000660164
A002,R051,02-00-01,05-05-11,09:18:22,DOOR,003099208,000660285
A002,R051,02-00-01,05-05-11,09:20:28,OPEN,003099209,000660285
A002,R051,02-00-01,05-05-11,09:21:28,DOOR,003099209,000660285
A002,R051,02-00-01,05-05-11,09:30:51,OPEN,003099214,000660288
A002,R051,02-00-01,05-05-11,12:00:00,DOOR,003099291,000660372
A002,R051,02-00-01,05-05-11,16:00:00,OPEN,003099567,000660435
A002,R051,02-00-01,05-05-11,20:00:00,DOOR,003100307,000660480                                   
A002,R051,02-00-01,05-06-11,00:00:00,REGULAR,003100468,000660502
A002,R051,02-00-01,05-06-11,04:00:00,REGULAR,003100498,000660504
A002,R051,02-00-01,05-06-11,08:00:00,REGULAR,003100531,000660564
A002,R051,02-00-01,05-06-11,12:00:00,REGULAR,003100687,000660732
A002,R051,02-00-01,05-06-11,16:00:00,REGULAR,003100981,000660771
A002,R051,02-00-01,05-06-11,20:00:00,REGULAR,003101676,000660812                                                                                                          
A002,R051,02-03-00,05-01-11,00:00:00,REGULAR,001287189,004586278
A002,R051,02-03-00,05-01-11,04:00:00,REGULAR,001287206,004586303              
A002,R051,02-03-00,05-01-11,08:00:00,REGULAR,001287212,004586328
A002,R051,02-03-00,05-01-11,12:00:00,REGULAR,001287232,004586527
A002,R051,02-03-00,05-01-11,16:00:00,REGULAR,001287292,004586785
A002,R051,02-03-00,05-01-11,20:00:00,REGULAR,001287380,004587045
A002,R051,02-03-00,05-02-11,00:00:00,REGULAR,001287421,004587141
A002,R051,02-03-00,05-02-11,04:00:00,REGULAR,001287425,004587147
A002,R051,02-03-00,05-02-11,08:00:00,REGULAR,001287440,004587410
A002,R051,02-03-00,05-02-11,12:00:00,REGULAR,001287507,004588175              
A002,R051,02-03-00,05-02-11,16:00:00,REGULAR,001287612,004588498
A002,R051,02-03-00,05-02-11,20:00:00,REGULAR,001287890,004589071
A002,R051,02-03-00,05-03-11,00:00:00,REGULAR,001287970,004589221
A002,R051,02-03-00,05-03-11,04:00:00,REGULAR,001287975,004589237
A002,R051,02-03-00,05-03-11,08:00:00,REGULAR,001287989,004589518
A002,R051,02-03-00,05-03-11,12:00:00,REGULAR,001288060,004590346
A002,R051,02-03-00,05-03-11,16:00:00,REGULAR,001288170,004590719
A002,R051,02-03-00,05-03-11,20:00:00,REGULAR,001288444,004591303              
A002,R051,02-03-00,05-04-11,00:00:00,REGULAR,001288518,004591476
A002,R051,02-03-00,05-04-11,04:00:00,REGULAR,001288526,004591486
A002,R051,02-03-00,05-04-11,08:00:00,REGULAR,001288545,004591767
A002,R051,02-03-00,05-04-11,12:00:00,REGULAR,001288623,004592548
A002,R051,02-03-00,05-04-11,16:00:00,REGULAR,001288768,004592896
A002,R051,02-03-00,05-04-11,20:00:00,REGULAR,001289027,004593511
A002,R051,02-03-00,05-05-11,00:00:00,REGULAR,001289103,004593652
A002,R051,02-03-00,05-05-11,04:00:00,REGULAR,001289109,004593663              
A002,R051,02-03-00,05-05-11,08:00:00,REGULAR,001289119,004593931
A002,R051,02-03-00,05-05-11,09:33:47,DOOR,001289150,004594374
A002,R051,02-03-00,05-05-11,09:34:00,OPEN,001289150,004594374
A002,R051,02-03-00,05-05-11,09:40:56,DOOR,001289150,004594374
A002,R051,02-03-00,05-05-11,12:00:00,OPEN,001289176,004594683
A002,R051,02-03-00,05-05-11,16:00:00,DOOR,001289301,004595047
A002,R051,02-03-00,05-05-11,20:00:00,OPEN,001289575,004595601
A002,R051,02-03-00,05-06-11,00:00:00,REGULAR,001289679,004595797                                
A002,R051,02-03-00,05-06-11,04:00:00,REGULAR,001289685,004595816
A002,R051,02-03-00,05-06-11,08:00:00,REGULAR,001289693,004596079
A002,R051,02-03-00,05-06-11,12:00:00,REGULAR,001289730,004596848
A002,R051,02-03-00,05-06-11,16:00:00,REGULAR,001289838,004597228
A002,R051,02-03-00,05-06-11,20:00:00,REGULAR,001290130,004597795                                                                                                                                                        
A002,R051,02-03-01,05-01-11,00:00:00,REGULAR,002846551,004387392
A002,R051,02-03-01,05-01-11,04:00:00,REGULAR,002846593,004387444              
A002,R051,02-03-01,05-01-11,08:00:00,REGULAR,002846616,004387487
A002,R051,02-03-01,05-01-11,12:00:00,REGULAR,002846691,004387729
A002,R051,02-03-01,05-01-11,16:00:00,REGULAR,002846884,004388044
A002,R051,02-03-01,05-01-11,20:00:00,REGULAR,002847105,004388382
A002,R051,02-03-01,05-02-11,00:00:00,REGULAR,002847255,004388497
A002,R051,02-03-01,05-02-11,04:00:00,REGULAR,002847271,004388513
A002,R051,02-03-01,05-02-11,08:00:00,REGULAR,002847314,004388799
A002,R051,02-03-01,05-02-11,12:00:00,REGULAR,002847480,004389484              
A002,R051,02-03-01,05-02-11,16:00:00,REGULAR,002847721,004389876
A002,R051,02-03-01,05-02-11,20:00:00,REGULAR,002848334,004390414
A002,R051,02-03-01,05-03-11,00:00:00,REGULAR,002848581,004390574
A002,R051,02-03-01,05-03-11,04:00:00,REGULAR,002848601,004390593
A002,R051,02-03-01,05-03-11,08:00:00,REGULAR,002848661,004390850
A002,R051,02-03-01,05-03-11,12:00:00,REGULAR,002848843,004391562
A002,R051,02-03-01,05-03-11,16:00:00,REGULAR,002849114,004391904
A002,R051,02-03-01,05-03-11,20:00:00,REGULAR,002849726,004392448              
A002,R051,02-03-01,05-04-11,00:00:00,REGULAR,002849963,004392650
A002,R051,02-03-01,05-04-11,04:00:00,REGULAR,002849991,004392671
A002,R051,02-03-01,05-04-11,08:00:00,REGULAR,002850052,004392909
A002,R051,02-03-01,05-04-11,12:00:00,REGULAR,002850228,004393746
A002,R051,02-03-01,05-04-11,16:00:00,REGULAR,002850524,004394113
A002,R051,02-03-01,05-04-11,20:00:00,REGULAR,002851074,004394669
A002,R051,02-03-01,05-05-11,00:00:00,REGULAR,002851322,004394850
A002,R051,02-03-01,05-05-11,04:00:00,REGULAR,002851333,004394862              
A002,R051,02-03-01,05-05-11,08:00:00,REGULAR,002851385,004395141
A002,R051,02-03-01,05-05-11,09:50:51,DOOR,002851486,004395583
A002,R051,02-03-01,05-05-11,09:50:57,OPEN,002851486,004395583
A002,R051,02-03-01,05-05-11,09:53:36,DOOR,002851486,004395583
A002,R051,02-03-01,05-05-11,10:02:03,OPEN,002851494,004395592
A002,R051,02-03-01,05-05-11,10:02:05,DOOR,002851494,004395592
A002,R051,02-03-01,05-05-11,12:00:00,OPEN,002851566,004395855
A002,R051,02-03-01,05-05-11,16:00:00,DOOR,002851861,004396292                                   
A002,R051,02-03-01,05-05-11,20:00:00,REGULAR,002852442,004396862
A002,R051,02-03-01,05-06-11,00:00:00,REGULAR,002852755,004397061
A002,R051,02-03-01,05-06-11,04:00:00,REGULAR,002852787,004397086
A002,R051,02-03-01,05-06-11,08:00:00,REGULAR,002852835,004397344
A002,R051,02-03-01,05-06-11,12:00:00,REGULAR,002853015,004398052
A002,R051,02-03-01,05-06-11,16:00:00,REGULAR,002853329,004398477
A002,R051,02-03-01,05-06-11,20:00:00,REGULAR,002853894,004399020                                                            
A002,R051,02-03-02,05-01-11,00:00:00,REGULAR,002617231,003584779
A002,R051,02-03-02,05-01-11,04:00:00,REGULAR,002617273,003584844              
A002,R051,02-03-02,05-01-11,08:00:00,REGULAR,002617284,003584890
A002,R051,02-03-02,05-01-11,12:00:00,REGULAR,002617359,003585091
A002,R051,02-03-02,05-01-11,16:00:00,REGULAR,002617529,003585339
A002,R051,02-03-02,05-01-11,20:00:00,REGULAR,002617721,003585576
A002,R051,02-03-02,05-02-11,00:00:00,REGULAR,002617847,003585664
A002,R051,02-03-02,05-02-11,04:00:00,REGULAR,002617860,003585674
A002,R051,02-03-02,05-02-11,08:00:00,REGULAR,002617899,003585928
A002,R051,02-03-02,05-02-11,12:00:00,REGULAR,002618066,003586569              
A002,R051,02-03-02,05-02-11,16:00:00,REGULAR,002618320,003586861
A002,R051,02-03-02,05-02-11,20:00:00,REGULAR,002618903,003587268
A002,R051,02-03-02,05-03-11,00:00:00,REGULAR,002619105,003587394
A002,R051,02-03-02,05-03-11,04:00:00,REGULAR,002619121,003587409
A002,R051,02-03-02,05-03-11,08:00:00,REGULAR,002619166,003587730
A002,R051,02-03-02,05-03-11,12:00:00,REGULAR,002619358,003588412
A002,R051,02-03-02,05-03-11,16:00:00,REGULAR,002619604,003588687
A002,R051,02-03-02,05-03-11,20:00:00,REGULAR,002620217,003589111              
A002,R051,02-03-02,05-04-11,00:00:00,REGULAR,002620423,003589256
A002,R051,02-03-02,05-04-11,04:00:00,REGULAR,002620440,003589274
A002,R051,02-03-02,05-04-11,08:00:00,REGULAR,002620497,003589541
A002,R051,02-03-02,05-04-11,12:00:00,REGULAR,002620687,003590235
A002,R051,02-03-02,05-04-11,16:00:00,REGULAR,002620966,003590562
A002,R051,02-03-02,05-04-11,20:00:00,REGULAR,002621516,003591028
A002,R051,02-03-02,05-05-11,00:00:00,REGULAR,002621715,003591188
A002,R051,02-03-02,05-05-11,04:00:00,REGULAR,002621730,003591201              
A002,R051,02-03-02,05-05-11,08:00:00,REGULAR,002621777,003591470
A002,R051,02-03-02,05-05-11,10:02:55,DOOR,002621883,003591999
A002,R051,02-03-02,05-05-11,10:03:04,OPEN,002621883,003591999
A002,R051,02-03-02,05-05-11,10:10:56,DOOR,002621888,003592006
A002,R051,02-03-02,05-05-11,12:00:00,OPEN,002621945,003592192
A002,R051,02-03-02,05-05-11,16:00:00,DOOR,002622203,003592505
A002,R051,02-03-02,05-05-11,20:00:00,OPEN,002622837,003592883
A002,R051,02-03-02,05-06-11,00:00:00,REGULAR,002623065,003593061                                
A002,R051,02-03-02,05-06-11,04:00:00,REGULAR,002623089,003593088
A002,R051,02-03-02,05-06-11,08:00:00,REGULAR,002623136,003593341
A002,R051,02-03-02,05-06-11,12:00:00,REGULAR,002623305,003594030
A002,R051,02-03-02,05-06-11,16:00:00,REGULAR,002623564,003594368
A002,R051,02-03-02,05-06-11,20:00:00,REGULAR,002624124,003594800                                                                                                                                                        
A002,R051,02-03-03,05-01-11,00:00:00,REGULAR,002321995,003040801
A002,R051,02-03-03,05-01-11,04:00:00,REGULAR,002322024,003040829              
A002,R051,02-03-03,05-01-11,08:00:00,REGULAR,002322030,003040872
A002,R051,02-03-03,05-01-11,12:00:00,REGULAR,002322097,003041026
A002,R051,02-03-03,05-01-11,16:00:00,REGULAR,002322257,003041168
A002,R051,02-03-03,05-01-11,20:00:00,REGULAR,002322428,003041318
A002,R051,02-03-03,05-02-11,00:00:00,REGULAR,002322528,003041386
A002,R051,02-03-03,05-02-11,04:00:00,REGULAR,002322533,003041391
A002,R051,02-03-03,05-02-11,08:00:00,REGULAR,002322569,003041718
A002,R051,02-03-03,05-02-11,12:00:00,REGULAR,002322756,003042353              
A002,R051,02-03-03,05-02-11,16:00:00,REGULAR,002322958,003042559
A002,R051,02-03-03,05-02-11,20:00:00,REGULAR,002323516,003042843
A002,R051,02-03-03,05-03-11,00:00:00,REGULAR,002323675,003042945
A002,R051,02-03-03,05-03-11,04:00:00,REGULAR,002323684,003042960
A002,R051,02-03-03,05-03-11,08:00:00,REGULAR,002323733,003043243
A002,R051,02-03-03,05-03-11,12:00:00,REGULAR,002323937,003043841
A002,R051,02-03-03,05-03-11,16:00:00,REGULAR,002324176,003044026
A002,R051,02-03-03,05-03-11,20:00:00,REGULAR,002324809,003044300              
A002,R051,02-03-03,05-04-11,00:00:00,REGULAR,002324968,003044409
A002,R051,02-03-03,05-04-11,04:00:00,REGULAR,002324973,003044419
A002,R051,02-03-03,05-04-11,08:00:00,REGULAR,002325002,003044754
A002,R051,02-03-03,05-04-11,12:00:00,REGULAR,002325253,003045333
A002,R051,02-03-03,05-04-11,16:00:00,REGULAR,002325497,003045507
A002,R051,02-03-03,05-04-11,20:00:00,REGULAR,002326047,003045833
A002,R051,02-03-03,05-05-11,00:00:00,REGULAR,002326218,003045947
A002,R051,02-03-03,05-05-11,04:00:00,REGULAR,002326226,003045958              
A002,R051,02-03-03,05-05-11,08:00:00,REGULAR,002326271,003046267
A002,R051,02-03-03,05-05-11,10:16:13,DOOR,002326400,003046813
A002,R051,02-03-03,05-05-11,10:16:37,OPEN,002326400,003046813
A002,R051,02-03-03,05-05-11,12:00:00,DOOR,002326455,003046915
A002,R051,02-03-03,05-05-11,16:00:00,OPEN,002326694,003047162
A002,R051,02-03-03,05-05-11,20:00:00,REGULAR,002327274,003047429
A002,R051,02-03-03,05-06-11,00:00:00,REGULAR,002327446,003047540
A002,R051,02-03-03,05-06-11,04:00:00,REGULAR,002327457,003047560                          
A002,R051,02-03-03,05-06-11,08:00:00,REGULAR,002327493,003047830
A002,R051,02-03-03,05-06-11,12:00:00,REGULAR,002327669,003048451
A002,R051,02-03-03,05-06-11,16:00:00,REGULAR,002327900,003048704
A002,R051,02-03-03,05-06-11,20:00:00,REGULAR,002328376,003048960                                                                                                                                                                                                      
A002,R051,02-03-04,05-01-11,00:00:00,REGULAR,003033909,001992618
A002,R051,02-03-04,05-01-11,04:00:00,REGULAR,003033943,001992626              
A002,R051,02-03-04,05-01-11,08:00:00,REGULAR,003033956,001992664
A002,R051,02-03-04,05-01-11,12:00:00,REGULAR,003034046,001992754
A002,R051,02-03-04,05-01-11,16:00:00,REGULAR,003034250,001992808
A002,R051,02-03-04,05-01-11,20:00:00,REGULAR,003034475,001992859
A002,R051,02-03-04,05-02-11,00:00:00,REGULAR,003034614,001992884
A002,R051,02-03-04,05-02-11,04:00:00,REGULAR,003034622,001992888
A002,R051,02-03-04,05-02-11,08:00:00,REGULAR,003034667,001993057
A002,R051,02-03-04,05-02-11,12:00:00,REGULAR,003034933,001993357              
A002,R051,02-03-04,05-02-11,16:00:00,REGULAR,003035177,001993448
A002,R051,02-03-04,05-02-11,20:00:00,REGULAR,003035745,001993573
A002,R051,02-03-04,05-03-11,00:00:00,REGULAR,003035927,001993625
A002,R051,02-03-04,05-03-11,04:00:00,REGULAR,003035935,001993629
A002,R051,02-03-04,05-03-11,08:00:00,REGULAR,003035977,001993820
A002,R051,02-03-04,05-03-11,12:00:00,REGULAR,003036280,001994084
A002,R051,02-03-04,05-03-11,16:00:00,REGULAR,003036566,001994175
A002,R051,02-03-04,05-03-11,20:00:00,REGULAR,003037266,001994302              
A002,R051,02-03-04,05-04-11,00:00:00,REGULAR,003037476,001994357
A002,R051,02-03-04,05-04-11,04:00:00,REGULAR,003037491,001994360
A002,R051,02-03-04,05-04-11,08:00:00,REGULAR,003037536,001994574
A002,R051,02-03-04,05-04-11,12:00:00,REGULAR,003037901,001994777
A002,R051,02-03-04,05-04-11,16:00:00,REGULAR,003038188,001994867
A002,R051,02-03-04,05-04-11,20:00:00,REGULAR,003038888,001994963
A002,R051,02-03-04,05-05-11,00:00:00,REGULAR,003039108,001995020
A002,R051,02-03-04,05-05-11,04:00:00,REGULAR,003039124,001995023              
A002,R051,02-03-04,05-05-11,08:00:00,REGULAR,003039189,001995217
A002,R051,02-03-04,05-05-11,10:30:24,DOOR,003039431,001995483
A002,R051,02-03-04,05-05-11,10:30:31,OPEN,003039431,001995483
A002,R051,02-03-04,05-05-11,12:00:00,DOOR,003039510,001995536
A002,R051,02-03-04,05-05-11,16:00:00,OPEN,003039788,001995626
A002,R051,02-03-04,05-05-11,20:00:00,REGULAR,003040424,001995730
A002,R051,02-03-04,05-06-11,00:00:00,REGULAR,003040650,001995778
A002,R051,02-03-04,05-06-11,04:00:00,REGULAR,003040678,001995787                          
A002,R051,02-03-04,05-06-11,08:00:00,REGULAR,003040744,001995953
A002,R051,02-03-04,05-06-11,12:00:00,REGULAR,003040993,001996264
A002,R051,02-03-04,05-06-11,16:00:00,REGULAR,003041292,001996362
A002,R051,02-03-04,05-06-11,20:00:00,REGULAR,003041969,001996449                                                                                                                                                                                                      
A002,R051,02-03-05,05-01-11,00:00:00,REGULAR,005077970,000973199
A002,R051,02-03-05,05-01-11,04:00:00,REGULAR,005078033,000973214              
A002,R051,02-03-05,05-01-11,08:00:00,REGULAR,005078075,000973222
A002,R051,02-03-05,05-01-11,12:00:00,REGULAR,005078282,000973243
A002,R051,02-03-05,05-01-11,16:00:00,REGULAR,005078643,000973265
A002,R051,02-03-05,05-01-11,20:00:00,REGULAR,005079082,000973280
A002,R051,02-03-05,05-02-11,00:00:00,REGULAR,005079322,000973288
A002,R051,02-03-05,05-02-11,04:00:00,REGULAR,005079341,000973289
A002,R051,02-03-05,05-02-11,08:00:00,REGULAR,005079504,000973326
A002,R051,02-03-05,05-02-11,12:00:00,REGULAR,005080080,000973390              
A002,R051,02-03-05,05-02-11,16:00:00,REGULAR,005080549,000973416
A002,R051,02-03-05,05-02-11,20:00:00,REGULAR,005081538,000973446
A002,R051,02-03-05,05-03-11,00:00:00,REGULAR,005081909,000973455
A002,R051,02-03-05,05-03-11,04:00:00,REGULAR,005081941,000973457
A002,R051,02-03-05,05-03-11,08:00:00,REGULAR,005082105,000973511
A002,R051,02-03-05,05-03-11,12:00:00,REGULAR,005082671,000973571
A002,R051,02-03-05,05-03-11,16:00:00,REGULAR,005083175,000973592
A002,R051,02-03-05,05-03-11,20:00:00,REGULAR,005084170,000973626              
A002,R051,02-03-05,05-04-11,00:00:00,REGULAR,005084572,000973640
A002,R051,02-03-05,05-04-11,04:00:00,REGULAR,005084608,000973641
A002,R051,02-03-05,05-04-11,08:00:00,REGULAR,005084747,000973690
A002,R051,02-03-05,05-04-11,12:00:00,REGULAR,005085330,000973722
A002,R051,02-03-05,05-04-11,16:00:00,REGULAR,005085789,000973744
A002,R051,02-03-05,05-04-11,20:00:00,REGULAR,005086752,000973768
A002,R051,02-03-05,05-05-11,00:00:00,REGULAR,005087161,000973774
A002,R051,02-03-05,05-05-11,04:00:00,REGULAR,005087198,000973776              
A002,R051,02-03-05,05-05-11,08:00:00,REGULAR,005087350,000973821
A002,R051,02-03-05,05-05-11,11:05:06,DOOR,005087854,000973888
A002,R051,02-03-05,05-05-11,11:05:14,OPEN,005087854,000973888
A002,R051,02-03-05,05-05-11,11:08:35,DOOR,005087854,000973888
A002,R051,02-03-05,05-05-11,11:08:44,OPEN,005087854,000973888
A002,R051,02-03-05,05-05-11,11:16:07,DOOR,005087855,000973888
A002,R051,02-03-05,05-05-11,12:00:00,OPEN,005087909,000973889
A002,R051,02-03-05,05-05-11,16:00:00,DOOR,005088374,000973920                                   
A002,R051,02-03-05,05-05-11,20:00:00,REGULAR,005089333,000973943
A002,R051,02-03-05,05-06-11,00:00:00,REGULAR,005089748,000973955
A002,R051,02-03-05,05-06-11,04:00:00,REGULAR,005089793,000973956
A002,R051,02-03-05,05-06-11,08:00:00,REGULAR,005089942,000974010
A002,R051,02-03-05,05-06-11,12:00:00,REGULAR,005090466,000974076
A002,R051,02-03-05,05-06-11,16:00:00,REGULAR,005090996,000974107
A002,R051,02-03-05,05-06-11,20:00:00,REGULAR,005091876,000974142                                                            
A002,R051,02-03-06,05-01-11,00:00:00,REGULAR,003859905,000422015
A002,R051,02-03-06,05-01-11,04:00:00,REGULAR,003859935,000422015              
A002,R051,02-03-06,05-01-11,08:00:00,REGULAR,003859950,000422017
A002,R051,02-03-06,05-01-11,12:00:00,REGULAR,003860027,000422020
A002,R051,02-03-06,05-01-11,16:00:00,REGULAR,003860210,000422021
A002,R051,02-03-06,05-01-11,20:00:00,REGULAR,003860376,000422026
A002,R051,02-03-06,05-02-11,00:00:00,REGULAR,003860477,000422026
A002,R051,02-03-06,05-02-11,04:00:00,REGULAR,003860489,000422026
A002,R051,02-03-06,05-02-11,08:00:00,REGULAR,003860610,000422031
A002,R051,02-03-06,05-02-11,12:00:00,REGULAR,003861043,000422042              
A002,R051,02-03-06,05-02-11,16:00:00,REGULAR,003861300,000422049
A002,R051,02-03-06,05-02-11,20:00:00,REGULAR,003862007,000422054
A002,R051,02-03-06,05-03-11,00:00:00,REGULAR,003862201,000422057
A002,R051,02-03-06,05-03-11,04:00:00,REGULAR,003862218,000422057
A002,R051,02-03-06,05-03-11,08:00:00,REGULAR,003862350,000422064
A002,R051,02-03-06,05-03-11,12:00:00,REGULAR,003862793,000422076
A002,R051,02-03-06,05-03-11,16:00:00,REGULAR,003863073,000422082
A002,R051,02-03-06,05-03-11,20:00:00,REGULAR,003863849,000422089              
A002,R051,02-03-06,05-04-11,00:00:00,REGULAR,003864106,000422091
A002,R051,02-03-06,05-04-11,04:00:00,REGULAR,003864119,000422091
A002,R051,02-03-06,05-04-11,08:00:00,REGULAR,003864244,000422095
A002,R051,02-03-06,05-04-11,12:00:00,REGULAR,003864652,000422107
A002,R051,02-03-06,05-04-11,16:00:00,REGULAR,003864920,000422112
A002,R051,02-03-06,05-04-11,20:00:00,REGULAR,003865618,000422121
A002,R051,02-03-06,05-05-11,00:00:00,REGULAR,003865815,000422126
A002,R051,02-03-06,05-05-11,04:00:00,REGULAR,003865831,000422127              
A002,R051,02-03-06,05-05-11,08:00:00,REGULAR,003865944,000422132
A002,R051,02-03-06,05-05-11,11:17:14,DOOR,003866379,000422144
A002,R051,02-03-06,05-05-11,11:17:19,OPEN,003866379,000422144
A002,R051,02-03-06,05-05-11,12:00:00,DOOR,003866406,000422147
A002,R051,02-03-06,05-05-11,16:00:00,OPEN,003866728,000422150
A002,R051,02-03-06,05-05-11,20:00:00,REGULAR,003867479,000422161
A002,R051,02-03-06,05-06-11,00:00:00,REGULAR,003867740,000422165
A002,R051,02-03-06,05-06-11,04:00:00,REGULAR,003867762,000422165                          
A002,R051,02-03-06,05-06-11,08:00:00,REGULAR,003867868,000422167
A002,R051,02-03-06,05-06-11,12:00:00,REGULAR,003868335,000422171
A002,R051,02-03-06,05-06-11,16:00:00,REGULAR,003868703,000422179
A002,R051,02-03-06,05-06-11,20:00:00,REGULAR,003869377,000422188                                                                                                                                                                                                      
A002,R051,02-05-00,05-01-11,00:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-01-11,04:00:00,REGULAR,000000634,000000000              
A002,R051,02-05-00,05-01-11,08:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-01-11,12:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-01-11,16:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-01-11,20:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-02-11,00:00:00,REGULAR,000000634,000000000
A002,R051,02-05-00,05-02-11,04:00:00,REGULAR,000000634,000000000
